Address,Read/Write,Soft Miss,Hard Miss,Hit,Dirty,Value
6A4B,0,1,0,0,0,104
61B6,0,1,0,0,0,202
A699,0,1,0,0,0,79
07D4,0,1,0,0,0,172
C8B8,1,1,0,0,1,796276
68DC,0,1,0,0,0,255
9B7A,0,1,0,0,0,118
E2B5,0,1,0,0,0,185
1409,0,1,0,0,0,248
E3A9,0,1,0,0,0,143
7E7D,0,1,0,0,0,231
8E65,0,1,0,0,0,68
A03B,0,1,0,0,0,113
6DFB,0,1,0,0,0,8
15C3,1,1,0,0,1,-3531535
0D87,0,1,0,0,0,222
7C1B,0,1,0,0,0,52
0090,1,1,0,0,1,6540510
DE53,0,1,0,0,0,213
EDDE,0,1,0,0,0,183
9292,1,1,0,0,1,-655596
7F12,0,1,0,0,0,253
37A9,0,1,0,0,0,175
5466,0,1,0,0,0,176
5E89,0,1,0,0,0,57
7594,0,1,0,0,0,199
5C02,0,1,0,0,0,31
B007,0,0,0,1,0,212
DE0A,0,1,0,0,0,60
FC50,1,1,0,0,1,-4975985
1A65,1,1,0,0,1,-4315486
4DDA,0,1,0,0,0,158
5B93,0,1,0,0,0,186
1FF7,0,1,0,0,0,9
